City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Puerto Leguizamo,-0.1934,-74.7819,72.5,99,100,3.6,CO,2021-11-25 01:11:58
1,Puerto Leguizamo,-0.1934,-74.7819,72.5,99,100,3.6,CO,2021-11-25 01:21:48
